id,text,category
tam2654,"நல்ல தரமான பதிலடி!\r \r இன்னும் எத்தனை காலம் 'உயர் சாதி'னு முத்திரை குத்தப்பட்டவனெல்லாம் கெட்டவன் 'தாழ்ந்த சாதி'னு முத்திரை குத்தப்பட்டவனெல்லாம் நல்லவன்னு சினிமால போதிச்சுக்கிட்டே இருப்பீங்க.\r எல்லா சமூகத்திலயும் நல்லவனும் இருக்கான் கெட்டவனும் இருக்கான்! மனுசனா பாருங்க!\r கீழ் சாதிய உயர்த்தி பிடிச்சா சரி, உயர் சாதிய உயர்த்தி பிடிச்சா சாதி வெறியனா?\r \r கட்ட பஞ்சாயத்து குரூப் எல்லாம் கொதிச்சுக்கிட்டு இருக்கும்",NOT
tam2655,வாணியர் செட்டியார் சார்பாக இந்த திரைபடம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam2656,"இனி எவரும் தமிழரின் உரிமை பேசும் எங்கள் அண்ணன்  மேடை பேச்சை தவிர்த்து அரசியல் , உயிரியல் , வாழ்வியல்  பற்றி படம் பண்ண முடியாது",NOT
tam2657,நாடார் சமுதாய சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT
tam2658,ஏண்டா பொள்ளாச்சியில் ஒரு சம்பவம் நடந்தது சொந்த சாதிக்காரனு அப்படியே வாய் மூடிட்டு இருந்திங்க அதை அடுத்த சாதிக்காரங்க பன்றாங்னு காட்டுவீங்க அதாவது அடுத்த சாதிக்காரனவது அந்த பொண்ண காப்பாத்தணும்னு தான்ட  இருக்காங்க ஆனா சொந்த சாதிக்காரர்கள் சீரழிக்கும் ஒரு சம்பவத்தை ரெண்டு பேருக்குள்ள சண்டை மூட்டிவிடடுவது உங்களுக்கு ஒரு பொழப்பு தூதூதூதூ,NOT
tam2659,"வன்னியர் குல சத்ரியர் சார்பாக வாழ்த்துக்கள்,",NOT
tam2660,அஜித் மற்றும் சிவா அவர்களின் கடின உழைப்பை முற்றிலும் பிரதிபலிக்கிறது இந்த இரண்டரை நிமிட முன்னோட்டம். #விவேகம் குழுவிற்கு வாழ்த்துக்கள்,NOT
tam2661,உங்க பெண்களை பட்டியல் இனத்தவர்கள் பார்த்த தவறா? மற்ற பிற்படுத்தப்பட்டவர்கள் பார்க்கலாம். இது தான் உங்கள் கருத்து. இது பெயர் தான் சாதி வெறி,NOT
tam2662,ரிச்சர்ட்  தல அஜித்தின் மச்சான் என்று எத்தினி பேருக்கு தெரியும். படம் வெற்றி அடைய வாழ்த்துக்கள்.,NOT
tam2663,நீங்க சொன்னா புரட்சி..! நாங்க சொன்னா சாதி வெறியா?,NOT
tam2664,கோவை மாவட்ட கொங்கு கவண்டர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam2665,Directer மோகன் அண்ணா சொன்னமாதிரி தியேட்டர் பார்க்க முடியலானும் .CD வாங்கியாவது எங்க மேட்டூர் தொகுதி முழுக்க கொடுக்கணும்.,NOT
tam2666,துபாய் யும் பாலைவனம் தானா? பணம் கொட்டலையா? இயற்கை வளங்களை அழிச்சுட்டு பணத்த வச்சிட்டு ம**றா புடுங்க போறிங்க .,OFF
tam2667,சீட்டிங் சீட்டாஸ்&ஓசிசோறு கைய்ஸ்: நாங்கள் நாடககாதல் கட்டபஞ்சாயத்துகள் செய்யவில்லை ஆதீ :,NOT
tam2668,என்ன மாஸ் சாங்டா....  தக்காளி இத மிஞ்ச இனி எவன்டா...,NOT
tam2669,வணக்கம் டா மாப்ள வேதாரண்யத்துலேருந்து.. தரமான சம்பவம் காத்துட்டு இருக்கு,NOT
tam2670,இது ட்ரெய்லர் தானா டீசர் மாதிரி இருக்கு,OFF
tam2671,இதுல தலைவர் ரஜினி பத்தி ஜெயம் ரவி ஒன்னும் தப்பா சோல்லலையே உண்மைய சொன்னது ஒரு தப்பா,NOT
tam2672,நாமக்கல் வன்னியர் சங்கம் சார்பாக. ... வாழ்த்துக்கள்,NOT
tam2673,ஜாதி  மதம்  இடையில் நம்மீது தினிக்கபட்ட  குப்பைகள் அதைதூக்கி தூர எறியவேண்டும்.,NOT
tam2674,திரெளபதி எந்த சமூகத்திற்க்கும் எதிரான படம் அல்ல...  பெண்களை பெற்ற எல்லா பெற்றோர்களுக்கும் ஆதரவான படம்.  தந்தைகளின் ஆதரவோடு 1.5 millions views.,NOT
tam2675,நா ரெட்டியார் நானும் என் ஊர் மக்கள் 2000 பேர் சார்பாக வாழ்த்துக்கள் துனை நிர்போம்,NOT
tam2676,நாடக காதல் பன்ற நாய்களுக்கு நல்ல செருப்படி,NOT
tam2677,தெகிடி அசோக் செல்வன் comeback ...sema டீசர்,NOT
tam2678,சீமான் பேச்சில் இருந்து இன்னும் ஒரு வெற்றி படம் தயாராகுது போல.,NOT
tam2679,இப்பையாவது எடுத்தீங்களே தலைவா... வாழ்த்துக்கள்.. வெகு நாள் காத்திருந்த கதை...,NOT
tam2680,சூப்பரா இருக்கு  சில பேருக்கு கனவுல கூட இந்த மாதிரி நடக்காது  சில பேருக்கு வயிற்றில் எரிச்சல் ஏற்படும்,OFF
tam2681,ப்பா பின்னி பெடலெடுக்க போறாரு நம்ம மக்கள் செல்வன் சேதுபதி  சார் ஒரு கத சொல்லட்டா,NOT
tam2682,இதே உணர்வோடு இனி ரஞ்சித் படத்தை யாரும் பார்க்க கூடாது ஏனெனில் நாம் கொடுக்கும் பணத்தை வைத்து நமக்கெதிராக படம் எடுக்கிறான் இராஜராஜ சோழனுக்கு எதிராக பேசுகிறான் பொறுத்து போதும் இனி அவனை போன்ற ஆட்களை ஒழித்து கட்டவேண்டும்.,OFF
tam2683,இந்த K V anath திருந்த மாட்டார்,NOT
tam2684,முத்து நாடு தேவர் பேரவை சார்பாக வெற்றி பெற வாழ்த்துக்கள்,NOT
tam2685,பரிஏரும்பெருமாள் அசூரன் ஏன்டா நீங்கநல்லவங்கமாதிரி அடத்தவனகெட்டவன் மாதிரி ஒங்கலுக்குமட்டுந்தான் எடுக்கதெரியுமா ஒங்கலுக்கு அடிச்சான்டா சாவு மனி,OFF
tam2686,வாழ்த்துக்கள் சூர்யா அண்ணா இப்படிக்கு  விஸ்வாசமான தல ரசிகர்கள்,NOT
tam2687,சரிடா நீ தலைவர தப்பா பேசிட்ட நாங்க படத்த tamilrockers la பாத்துக்றோம்.,OFF
tam2688,ஜீவா மற்றும் இயக்குனர் சிறு படத்தில் பணியாற்றிய அனைவருக்கும் மனமார்ந்த வாழ்த்துக்கள்.,NOT
tam2689,எங்களுக்கு மண்ணு பொண்ணு ரெண்டுமே முக்கியம் அதுல யாரு கைய வச்சாலும் கைய வெட்டுவோம்.... தரம்  கரூர் கொங்கு நண்பர்கள் சார்பாக வாழ்த்துக்கள்....  விதை போட்டாச்சு...,NOT
tam2690,இது 1996 யார ஏமாத்த பாக்கிறீங்க?,NOT
tam2691,தல யின் மச்சினன் இவர் ஷாலினி அவர்களின் சகோதரர் தான் இந்த ஹீரோ.,NOT
tam2692,விருதுநகர் மாவட்டம் ராஜபாளையம் வட்டம் சொக்கநாதன்புத்தூர் கிராமம் யாதவர் சமுதாய சார்பில் படம் வெற்றியடைய வாழ்த்துகிறோம்,NOT
tam2693,பொழைக்கிற வழிபாருங்க போராளி... சாதிய ஒளிச்சிப்புட்டா சுரண்டுவது எப்படி....  இது இந்த கால தலைமுறை சொந்த சாதி பெருமையை பேசி பேசி ஏங்கி போன எனக்கென்ன....  இந்த நாடு எப்படி நாறி போன உனக்கென்ன....,OFF
tam2694,ராஜா சர் இசைக்காக ஒரு வணக்கம்.. சிறப்பு,NOT
tam2695,சாதி ஆவணத்தை அதிகரித்து மீண்டும் நமது சமுதாயத்தை பின்னோக்கி தள்ள நல்ல முயற்சி,NOT
tam2696,வேலூர் மாவட்டம் வன்னியர் குல சத்திரியர் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NOT
tam2697,செங்குந்த      முதலியார் சார்பாக படம் வெற்றி அடைய வாழ்த்துகள்,NOT
tam2698,ஆணவ கொலைகள் பற்றி பொங்கும் இந்த நாட்டில் நாடக காதல்கள் பற்றியும் பேச வேண்டும் என்ற இந்த முயற்சிக்கு  வாழ்த்துக்கள் அண்ணா.,NOT
tam2699,I support throwpathy flim வெற்றி உறுதி படுத்தப்பட்டுள்ளது.,NOT
tam2700,"சினிமா பயித்தியம் புடிச்ச நாயிகளா,உங்களால தான் தமிழ்நாடு அரசியல் கெட்டு கெடக்கு.",OFF
tam2701,நமது வீட்டுப் பெண்களை குறி வைத்து நடக்கும் சம்பவம் என்று மாறுகிறதோ அன்று அனைத்துமே மாறும். அருமையான படைப்பு நெஞ்சார்ந்த நல்வாழ்த்துக்கள்,NOT
tam2702,அரியலூர் மாவட்டம் வன்னியர் குல சத்திரியர் தேவர் கவுண்டர் கோனார் அனைத்து தரப்பு மக்கள் தரப்பிலும் திரௌபதி படம் வெற்றியடைய வாழ்த்துகிறோம் மாவீரன் காடுவெட்டியார் அவர்களின் நினைவுவோடு வேண்டுகிறோம்......,NOT
tam2703,நான் அரசியலுக்கு வருவது உருதி ஏய் இது 96 யார யேமாத்த பாக்குறீங்க....🤣🤣🤣🤣🤣,OFF
tam2704,சூதாட்டம் தொகு கௌரவர்களுடன் சூதாட்டத்தில் தருமர் தன் நாடு முதல் அனைத்தையும் இழந்த நிலையில் இறுதியாக பாண்டவர் மனைவியான #திரெளபதியை வைத்து சூதாடினார். ஆயினும் அங்கே சகுனியின் கபட ஆட்டத்தால் தருமர் தோல்வியடைந்தார். இதன் காரணமாக திரெளபதி கௌரவர்களுக்குச் அடிமையானாள்.  திரெளபதியின் குழந்தைகள் தொகு திரெளபதிக்கு பாண்டவர் ஐவர் மூலமாக உபபாண்டவர்கள் எனும் ஐந்து குழந்தைகள் பிறந்தனர்.,NOT
tam2705,"பள்ளப்பட்டி சத்ரியன் பாய்ஸ்தப்பட்டை குழு இண்டூர் தருமபுரி மாவட்டம் 9715569709, 9787144438, 9159918414, 6383454775, 6381722715",NOT
tam2706,பாளையம் வன்னியர்கள் சார்பில் படம் வெற்றி பெற வாழ்த்துகள்,NOT
tam2707,இந்த படம் growd funding மூலமாக மக்களிடம் பணம் வசூல் செய்து எடுக்கப்பட்டது... படக்குழுவினரின் நோக்கம் படம் வெற்றியடைய வேண்டும் என்பதல்ல அனைவரும் இந்த படத்தை பார்க்க வேண்டும் என்பது மட்டுமே...  தியேட்டர் போய் பார்க்க இயலாதவர்கள் Internet ல் download செய்து பார்க்கலாம்... முடிந்தளவு தியேட்டரில் பார்க்க முயற்சி செய்வோம்...,NOT
tam2708,ட்ரைலர் நல்லா இருக்கு .சில மணி ரத்னம் படங்கள் தோத்து போச்சு . பாக்கலாம் இந்த மாதிரி வசனம் இப்போ வேகறது இல்ல .,NOT
tam2709,போதும்டா யப்பா எங்களுக்கு ஏற்கனவே 2.5 மில்லியன் வியூஸ் வந்துடுச்சு.. இதுல இந்த ஓசி சோறு குரூப் வேர புகார் குடுக்குறன்னு விளம்பரம் பண்ணி விடுறானுங்க...,OFF
tam2710,உன்மையான பொன் மாணிக்கவேல் சாரை யாருக்கெல்லாம் புடிக்கும் தையரியமான ஆள்? அதை இதில் எதிர்பார்க்கலாம் னு தோணுது🤔🤔,NOT
tam2711,அஜித் ..என்ற பெயரின் அர்த்தம் ....வெல்ல முடியாதவர். ..அவரின் தன்னம்பிக்கையை.........வாழ்த்துகிறது  ..என் உள்ளம்,NOT
tam2712,தலைவா! உங்க வாயிலிருந்து இயல்பான வசன உச்சரிப்பு எப்ப தான் வெளிப்படுமோ?,NOT
tam2713,மொத்தத்தில் இந்த படம் தென் மாவட்டங்களில் பட்டையை கிளப்பும்.,NOT
tam2714,"மலுமிச்சம்பட்டி கொங்கு வேளாளக்கவுண்டர்கள் சார்பாக வாழ்த்துகள்,, . ரஞ்சித்த வளத்திவிட்டதே என் மாமன் சிவகுமார் பசங்க சூர்யாவும், கார்த்தியும்தான்,,,",NOT
tam2715,"அரியலூர் மாவட்டம் முழுவதும் ,திரெளபதி படத்தை பார்க்க ஆவலுடன் வரவேற்கிறோம்",NOT
tam2716,சத்திரியன் டா எனக்கு இந்த படத்தில் பிடித்த  சீன் நா,NOT
tam2717,எல்லாம் சரி எதுக்கு இந்த படத்துக்கு நாடோடிகள் 2 னு பேரு வச்சிங்க?  நாடோடிகள் பர்னிச்சர் நல்லாருக்குரது உங்களுக்கு புடிக்கலையா அதையும் போட்டு ஒடைக்கனுமா?,OFF
tam2718,ரஜினிகு இருக்கின்ற இளம் ரசிகர்கள் கூட சூர்யாவுக்கு இல்லை என்று இருக்கும்போது வேதனையாகத்தான் உள்ளது,OFF
tam2719,தல ரசிகர்கள் சார்பாக வெற்றி பெற  வாழ்த்துக்கள்,NOT
tam2720,சரிதான் திரும்ப சாதி பேர சொல்லி அடிச்சுக்க போரானுங்க எப்படியோ தமிழ் நாடு நாசமா போகப் போரது உறுதி,OFF
tam2721,"என் முதுகு தண்டின் வலியை விட என் ரசிகர்கள் என் மீது வைத்திருக்கும் நம்பிக்கை, அன்பு, பாசத்திற்கு முன்னால் பெரிதல்ல..தன்னம்பிக்கை நானாக இருப்பதால் தான் விழ விழ நான் எழுகிறேன் தல ... கர்வம் டா",NOT
tam2722,First show பாத்துடனும்.  நிறைய secne ah கட் பன்னவும் வாய்ப்பு உண்டு,NOT
tam2723,இளையாதளபதி விஜய் + வசனம்+ பின்னணி இசை மற்றும் எல்லாம்மே + தான் சமசூப்பர் மாஸ்னா இது தான் மாஸ் தலைவா,NOT
tam2724,"பாச வெறி பிடித்தவர்களை விட, சாதி வெறி பிடித்தவர் அதிகாக இருக்கிறார்கள்",NOT
tam2725,ஒரே ஒரு ஓசி சோறு குருப் மட்டும் இந்த படத்துக்கு எதிரா கதறும்..அது தான் நாடக காதல் கும்பல்..அவங்கள கதற வைக்கவே இந்த படம்..கண்டிப்பா எல்லோரும் சேர்ந்து மாஸ் ஹிட் ஆக்கனும் இந்த படத்தை..,OFF
tam2726,இதுவரையிலும் ஜெயம்ரவியாக இருந்த நான் இனிமேல் கோமாளிரவியாக அழைக்கப்படுகிறேறன்.இவன் கோமாளிரவி,OFF
tam2727,"இந்த கதை உண்மை என்பதால் தான் , மக்களிடம் இவ்வளவு வரவேற்பு உள்ளது ....எனவே சாதிகள் உள்ளதடி பாப்பா என்று,  நாம் நமது குழந்தைகளுக்கு சொல்லிக்கொடுக்க வேண்டும்.....",NOT
tam2728,#திரெளபதி  பத்தினிக்கு பிறந்தவன் பார்வையில் அவள் பத்தினி பரத்தைக்கு பிறந்தவன் பார்வையில் அவள் பரத்தை .த்தா உனக்கு எதுக்குடா வலிக்குது,OFF
tam2729,தலைவா நாங்கள் காத்திருந்ததற்கு நல்ல ஒரு அரசியல் கலந்த படம் ரொம்ப பிடித்து இருக்கு,NOT
tam2730,எடப்பாடி வன்னியர் சார்பாக திரைப்படம் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்,NOT
tam2731,நமக்கான திரைப்படங்களை நாம் தயாரித்து வெளியிட வேண்டும்.......  நம் வீட்டு பெண்களின் மேல் கை வைக்க நினைத்தாலே வெட்ட வேண்டும்...,OFF
tam2732,"உடனடி  ஆட்கள் தேவை  இடம்   :  சென்னை  நேரம் : 9am to 4pm  வருமானம்:   13,000 to 18,000 வயது : 18 to 25  படிப்பு : 10th,12th, ITI (to) any degree     Centrel govt approval Company     office work only                                 தங்கும் இடம் இலவசம்  permanent job  Contact:  8825790517 8220968101",NOT
tam2733,அம்மா வ யேன் டா இப்டி  அசிங்க படுத்துறிங்க???,OFF
tam2734,Na யாதவன் Yen thiraupaathi படம் வெற்றி பெற valthukkal யென் sarpaka,NOT
tam2735,அப்பா...பொறி பறக்குது...தமிழக அரசு இப்படத்துக்கு வரிவிலக்கு வழங்கவேண்டும்...!!! Hats off,NOT
tam2736,தேவேந்திரன் குல வேளாளர் சார்பாக படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam2737,சிவகார்த்திகேயன் மற்றும் விஜய் சேதுபதி இவர்களை விட சந்தானம் அழகுதான்.... இவருக்கு மாஸான படம் அமைய வேண்டும்.... வாழ்த்துக்கள்,NOT
tam2738,வேதாரணியம் வன்னியர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam2739,"ஏம்பா, ஆளாளுக்கு ஒரு ஜாதி பேர்ல வாழ்த்து தெரிவிக்கிறீங்க.  நான் எந்த ஜாதின்னே தெரியல. இருந்தாலும் வாழ்த்துறேன்.",NOT
tam2740,காப்பான் திரைப்படம் வெற்றிப்பெற தளபதி விஜய் ரசிகர்கள் சார்பாக வாழ்த்துக்கள்,NOT
tam2741,இந்த படம் அருமை  தெருநாய்க்கு சரியான செருப்பு அடி.....,OFF
tam2742,ராமநாதபுரம் மாவட்டம்  யாதவ சமுதாயம் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,NOT
tam2743,"கற்றவர்கள் அரசியிலுக்கு வரவில்லை என்றால்,திருடர்கள் அரசியலுக்குள் வருவார்கள்,பிறகு அரசியல் சாக்கடையாக இருக்காமல் பூக்கடையாகவா இருக்கும் ?  If learners doesn’t come to politics means ,Thieves will come into that politics,Then politics will mire only ,how we can expect politics will be a flower shop ?",OFF
tam2744,அல்டிமேட் ஸ்டார் அஜித்துக்கு பதிலாக அவரது மச்சான் கதாநாயகன் கதாபாத்திரத்தில் மிரட்டியிருக்கிறார்..,NOT
tam2745,இந்த மண்ணுதான் #business vera lvl str...,NOT
tam2746,"என்னடா அஜித் விஜய் பட ட்ரைலர் இதன்டா நாட்டுக்கு தேவையான படம், இயக்குநர் அவர்களுக்கு வாழ்த்துக்கள்",NOT
tam2747,"ராட்சசன், காளிதாஸ் பாணியில் பிரபுதேவா வின் பொன்மணிக்கவேல்",NOT
tam2748,இந்த நாட்டுல ஒவ்வொன்னும் ஒரு விதமான பைத்தியம் அவனுக்கு நாட்டுமேலயே பைத்தியம்,NOT
tam2749,உழைப்பால் உயர்ந்த உன்னத மனிதர் அஜித்  Always Great Thala,NOT
tam2750,"திருமாவை எதிர்க்க பல சாதி தலைவர்கள், திருமா ஒரே ஆள் அத்தனை  பேரையும் நிம்மதி இழக்க செய்திருக்கிறார், இதுவே திருமாவுக்கு கிடைத்த வெற்றி,  பன்றிகள் தான் கூட்டமா வரும், திருமா சிங்கள்.",OFF
tam2751,இந்த திரைப்படம்மூலம் தலித் அல்லாதவர்கள் ஒன்றினையவேண்டும் 2021 நாடககாதலை ஆதரிக்கும் திமுகா கூட்டணியை  பூஜியமாக்கனும் இனி நமக்கான ஆட்டத்தை ஆரம்பிக்கனும் அரசியலில்,NOT
tam2752,இந்த படம் வெற்றி பெற இறைவனை வேண்டுகிறேன்.... என் தலைவன் STR சிம்பு  அவர்களுக்கு வாழ்த்துக்கள்..... விழுப்புரம் தெற்கு உளுந்தூர்பேட்டை வேந்தர் மணிவேல்....,NOT
tam2753,சோட்ட பீம்ல வர்ர டுன்டுனா ஆன்டி மாதிரி இருக்கு இது அம்மாவா!!!!!,OFF
tam2754,இந்த படத்தை பத்தாவது பொண்ணுங்க திருந்தனும் (வாழ்த்துக்கள்),NOT
tam2755,காப்பான் இன்னொரு அயன்  திரைப்படம் மாபெரும் வெற்றி பெற தளப‌தி ரசிகர்கள் சார்பில் சூர்யா அண்ணா அவர்களுக்கு மனமார்ந்த நல்வாழ்த்துக்கள்,NOT
tam2756,குளித்தலை முத்தரையர்கள் சார்பாக திரெளபதி களமாட மனமார்ந்த வாழ்த்துகள்,NOT
tam2757,தேவேந்திர குல வேளாளர் வம்சம் சார்பாக வாழ்த்துகிறேன் அண்ணா  வாழ்க வளமுடன்  எல்லா சாதி பொண்ணுங்களும் நம்ம கூட பொறந்த பிறப்பா பார்க்கணும் என் அம்மா சொல்லுவாங்க,NOT
tam2758,உயர் ஜாதிப் பெண்களை ஏமாற்றாதீர்கள் அவர்களின் வம்சமே வீணாக போகிறது அவரவர்களுக்கு என்ன தகுதி அதை மட்டும் செய்யுங்கள்,NOT
tam2759,இப்படியோ தமிழர்கள் சாதி வெறியோடு அடிச்சுக்குட்டு சாகட்டும்...             -திராவிடன் (அதிகாரத்தை நோக்கி),NOT
tam2760,இன்னும் அந்த சில கருப்பு சட்டை குரூப் ட்ரோல் பண்ணி மத்தவங்கள வெறி ஏத்தினு இருக்காங்க...,OFF
tam2761,கரூர் கொங்கு வேளாள கவுண்டர் நண்பர்கள் சார்பாக வாழ்த்துக்கள்,NOT
tam2762,இது ஏதோ வில்லங்கமான கதை போல இருக்குப்பா,NOT
tam2763,இந்த படம் வெற்றி ‌பெற வாழ்த்துக்கள்.... ஆனா வருகின்ற‌ எல்லா படங்களும் காதலை முன்னிறுத்தி ‌முன்னிறுத்தியே...‌இன்றைய தலைமுறையினறை முட்டாள்தனம் ஆக்குகின்றன,NOT
tam2764,இந்தத் திரைப்படம் எங்கள் குலதெய்வம் ஐயா காடுவெட்டி குரு விற்கு சமர்ப்பணம்,NOT
tam2765,அக்கா தங்கைகள் கொண்ட அண்ணன் தம்பிகள் சார்பாக வாழ்த்துக்கள் மோகன் அண்ணா......,NOT
tam2766,திரௌபதி மானங்கபட்டதனால் மகாபாரத போர் ஏற்பட்டது. இந்த திரௌபதியை பார்த்தவுடன் இந்த கௌரவ கூட்டம் ஆற்றங்கரைக்கு ஓடுது. சபாஷ்   திரௌபதி!,NOT
tam2767,தள நண்பர்களே 2நாட்களுக்கு உள்ளே 10 m ஆக மற்ற முடியுமா பிளீஸ்,NOT
tam2768,குரு இறந்து போனதை பற்றி ஓரு படம் எடுங்கள் இளம் இயக்குனர,NOT
tam2769,அம்மாடியோ இந்த படத்தோட சூர்யாவோட லெவலே வேற மாதிரி போகப் போகுது,NOT
tam2770,ஓசூர் சத்ரியர்கள் சார்பாக திரௌபதி திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்    🦁🦁,NOT
tam2771,நீ வசூல் மன்னனாமே!!ஹ்ம்.ஊரில அப்படித் தான் சொல்லிக்கிறாங்க உண்மையை நிதானமா சொல்லியிருக்கார் தளபதி..,NOT
tam2772,விழுப்புரம் மாவட்டம் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள் எங்கள் 100% ஆதரவு இந்த படத்துக்கு இருக்கும்,NOT
tam2773,இந்த படம் மிக பெரிய வெற்றியை பெற வைக்க வேண்டும். இல்லேனா இதுவே கடைசி படமா ஆயிரும்..,NOT
tam2774,இவ்வளவு சாதி இருக்குனு கமெண்ட்ல பார்த்து தான் தெரிஞ்சிகிட்டேன் .... அனைத்து சமூகத்தின் ஆதரவுடன் நாடக காதல் கும்பலை மிரட்ட வருகிறாள் #திரௌபதி   congrats Mohan G and team,NOT
tam2775,எல்லா 'தலை' களுக்கும்  அதிபதி டா எங்க  இளைய தளபதி......!    தலைவா! மரன மாஸ்.........,NOT
tam2776,ஏன்டா மனிதனை மனிதன் சமமாகவும் விரும்பும் பெண்ணை திருமணம் செய்து கொள்ள நினைத்தால் உங்களுக்கு ஏன்டா வயிறெரிகிறது...  நீங்கள் தான் என்னமோ தேவதூதர் போல் பீய்த்திக்கொள்கிறீர்கள்...  சாதிவெறி கொண்டவர்கள் மனநோயாளிகளே...  திருந்துங்கடா...  இந்த லட்சணத்தில் சில நாதாரிகள் அவுங்க சாதியின் பெயரால் வாழ்த்துகள் வேற...,NOT
tam2777,Whis ஹேப்பி அடவான்ஸ் ஹேப்பி பர்த்டே சிங்கம் அண்ணன்,NOT
tam2778,கொங்கு மண்டல விவசாயிகள் & அஇஅதிமுக சார்பாக வெற்றி விழா காண வாழ்த்துக்கள்...,NOT
tam2779,மதுரை மாவட்ட செட்டியார் சமுகம் சார்பாக வாழ்த்துக்கள்,NOT
tam2780,( vellalar பெண்களுக்கு) தோழமை சமுதாயங்களுக்கு விரைவில் வீடியோ வெளியாகும்,NOT
tam2781,"தன்னம்பிக்கை, தரணி போற்றும் அறிவு, தலைவனாகும் தகுதியில்லா  !?!?!?ர்கள் , ஜாதி, மதம், கடவுள் பெயரில் தான் முகவரிதேட முயற்சிப்பார்கள்",NOT
tam2782,நாடகக்காதல் குரூப் பத்தி சொன்ன முதல் படம் பல பெற்றோர்களின் ஆதங்கம் இத்திரைப்படம் வெற்றியடைய வாழ்த்துக்கள் எல்லாரும் திரையருங்களில் போய் parrunga,NOT
tam2783,இந்த காலகட்டத்தில் தமிழ் சமுகத்துக்கு மிகவும் தேவையான படம்,NOT
tam2784,முத்தரையர் சமுதாயம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT
tam2785,இது சராசரி படம் அல்ல. ஒற்றைச் சாதியை மட்டுமே அப்பாவிகளாக உயர்த்திக் காட்டி பிற சாதிகளை இழிவுபடுத்திய நாய்களுக்கு () இது ஒரு பாடமாக இருக்கும். அந்த நாய்கள் என்னென்ன திருட்டுத்தனங்களைச் செய்கின்றன என்ற உண்மையைக் காட்சிப்படுத்திய அண்ணன் மோகனுக்கு நெஞ்சார்ந்த நன்றிகள்.  இந்த படத்திற்கு அமோக வரவேற்பை வழங்கி வெற்றிபெற வைப்பது நம் கடமை . திரௌபதி தீயவர்களைத் தீயாய் சுடுவாள்.,OFF
tam2786,முதலியார்கள் சார்பாக  இயக்குனருக்கு வாழ்த்துக்கள் அண்ணா   படம் நல்ல வரவேற்பு வாங்கும்,NOT
tam2787,தலித்மட்டும் தான் அப்பாவி மாதிரி சித்தரிக்கும் திருட்டு தேவிடியாபையன் ரஞ்சித் நாயிக்கு செருப்படி,OFF
tam2788,"கோவை மாவட்டம், வடவள்ளி சோழிய வேளாளர் சமூகம் சார்பாகவும் , மதிப்புற்குறிய தலைவர்,சுதந்திர போராட்ட தியாகி கப்பலோட்டிய தமிழன் வ.உ. சிதம்பரம் பிள்ளை பேரவை சார்பாகவும் இப்படத்தை வரவேற்கிறேன். முக்கியமாக ஒரு பெண் குழந்தையின் தந்தையாக இப்படத்தை எதிர்பார்த்து காத்துக்கொண்டிருக்கிறேன்.....",NOT
tam2789,எங்களுக்கு மண் பெண் மொழி இனம் யாவும் ஒன்றே ... தவறாக பயன்படுத்த நினைக்க அனைவரையும் கருவருப்போம்.. படம் வெற்றி பெற நல் வாழ்த்துக்கள்,NOT
tam2790,உன் சமூகத்தை உயர்த்த வேண்டும் என்றால் நல்லா படி உழைத்து முன்னுக்கு வா நீ உயர்ந்தால் உன் சமூகமும் உயரும்  அதை விட்டுவிட்டு மற்றவர்கள் பெண்பிள்ளைகளை இழுத்துகொண்டு ஓடிவிட்டு ஜாதியை ஒழிக்கிறேன்னு சொல்லி நாடகம் போட்டால்  ஒருநாள் மொத்த சமூகமும் நாடககாதலர்கள் எதிர்ராக குறல் கொடுக்கும் மொத்த சமூகத்தின் ஒற்றுமையே  Mohan G Kshatriyan  #திரெளபதி,NOT
tam2791,கெங்கு மன்டலம் சார்பாக இந்த படத்தை வரவேற்கிறோம்,NOT
tam2792,இந்த படத்தை ஒரு தகப்பனாக இருந்து பார்ப்பவர்களுக்கு நிச்சயமாக பிடிக்கும்.,NOT
tam2793,படமோ ஹிட்டு... எங்க தல தான் ரெட்..,NOT
tam2794,இந்த காணொளி பதிவை அனைத்து சமுக மக்களும் பாராட்டுவதை  நான். பார்த்தேன். ஆனால்..........?,NOT
tam2795,அவனுங்க எடுக்குர படத்தை நாமலும் பார்த்து பாரட்டுரோம்.... நம்ம படத்த அவனுங்க எதிர்கிராங்கனா அவனுங்க உன்மையன செயலை வெளிகொண்டுவந்ததனால ஒத்தா கொடையுது அவனுங்கலுக்கு.....,OFF
tam2796,நல்ல ஆட்டக்காரனா இருக்கானே...இவனப் போய் ஏன்டா பிகில் படத்துல படுக்கப் போட்டீங்க....,NOT
